"STATISTIC","Statistic","TLIST(Q1)","Quarter","C01855V02284","Port","C01713V02044","Region of Trade","UNIT","VALUE"
"TBQ05C01","Goods Handled","20181","2018Q1","IEFOV","Shannon Foynes","5","Coastal trade","000 Tonnes","121"
"TBQ05C01","Goods Handled","20181","2018Q1","IEORK","Cork","-","All regions of trade","000 Tonnes","2336"
"TBQ05C01","Goods Handled","20181","2018Q1","IEORK","Cork","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","506"
"TBQ05C01","Goods Handled","20181","2018Q1","IEORK","Cork","2","Foreign trade: Other EU","000 Tonnes","693"
"TBQ05C01","Goods Handled","20181","2018Q1","IEORK","Cork","3","Foreign trade: Non-EU","000 Tonnes","408"
"TBQ05C01","Goods Handled","20181","2018Q1","IEORK","Cork","4","Foreign trade: Other ports","000 Tonnes","562"
"TBQ05C01","Goods Handled","20181","2018Q1","IEORK","Cork","5","Coastal trade","000 Tonnes","167"
"TBQ05C01","Goods Handled","20181","2018Q1","IEROS","Rosslare","-","All regions of trade","000 Tonnes","490"
"TBQ05C01","Goods Handled","20181","2018Q1","IEROS","Rosslare","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","385"
"TBQ05C01","Goods Handled","20181","2018Q1","IEROS","Rosslare","2","Foreign trade: Other EU","000 Tonnes","106"
"TBQ05C01","Goods Handled","20181","2018Q1","IEROS","Rosslare","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C01","Goods Handled","20181","2018Q1","IEROS","Rosslare","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C01","Goods Handled","20181","2018Q1","IEROS","Rosslare","5","Coastal trade","000 Tonnes",""
"TBQ05C01","Goods Handled","20181","2018Q1","IEWAT","Waterford","-","All regions of trade","000 Tonnes","429"
"TBQ05C01","Goods Handled","20181","2018Q1","IEWAT","Waterford","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","3"
"TBQ05C01","Goods Handled","20181","2018Q1","IEWAT","Waterford","2","Foreign trade: Other EU","000 Tonnes","355"
"TBQ05C01","Goods Handled","20181","2018Q1","IEWAT","Waterford","3","Foreign trade: Non-EU","000 Tonnes","55"
"TBQ05C01","Goods Handled","20181","2018Q1","IEWAT","Waterford","4","Foreign trade: Other ports","000 Tonnes","16"
"TBQ05C01","Goods Handled","20181","2018Q1","IEWAT","Waterford","5","Coastal trade","000 Tonnes",""
"TBQ05C01","Goods Handled","20182","2018Q2","IEMIP","All Main Irish Ports","-","All regions of trade","000 Tonnes","13344"
"TBQ05C01","Goods Handled","20182","2018Q2","IEMIP","All Main Irish Ports","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","5473"
"TBQ05C01","Goods Handled","20182","2018Q2","IEMIP","All Main Irish Ports","2","Foreign trade: Other EU","000 Tonnes","4608"
"TBQ05C01","Goods Handled","20182","2018Q2","IEMIP","All Main Irish Ports","3","Foreign trade: Non-EU","000 Tonnes","666"
"TBQ05C01","Goods Handled","20182","2018Q2","IEMIP","All Main Irish Ports","4","Foreign trade: Other ports","000 Tonnes","2200"
"TBQ05C01","Goods Handled","20182","2018Q2","IEMIP","All Main Irish Ports","5","Coastal trade","000 Tonnes","397"
"TBQ05C01","Goods Handled","20182","2018Q2","IEBYT","Bantry Bay","-","All regions of trade","000 Tonnes","161"
"TBQ05C01","Goods Handled","20182","2018Q2","IEBYT","Bantry Bay","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes",""
"TBQ05C01","Goods Handled","20182","2018Q2","IEBYT","Bantry Bay","2","Foreign trade: Other EU","000 Tonnes",""
"TBQ05C01","Goods Handled","20182","2018Q2","IEBYT","Bantry Bay","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C01","Goods Handled","20182","2018Q2","IEBYT","Bantry Bay","4","Foreign trade: Other ports","000 Tonnes","161"
"TBQ05C01","Goods Handled","20182","2018Q2","IEBYT","Bantry Bay","5","Coastal trade","000 Tonnes",""
"TBQ05C01","Goods Handled","20182","2018Q2","IEDRO","Drogheda","-","All regions of trade","000 Tonnes","356"
"TBQ05C01","Goods Handled","20182","2018Q2","IEDRO","Drogheda","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","104"
"TBQ05C01","Goods Handled","20182","2018Q2","IEDRO","Drogheda","2","Foreign trade: Other EU","000 Tonnes","216"
"TBQ05C01","Goods Handled","20182","2018Q2","IEDRO","Drogheda","3","Foreign trade: Non-EU","000 Tonnes","19"
"TBQ05C01","Goods Handled","20182","2018Q2","IEDRO","Drogheda","4","Foreign trade: Other ports","000 Tonnes","13"
"TBQ05C01","Goods Handled","20182","2018Q2","IEDRO","Drogheda","5","Coastal trade","000 Tonnes","5"
"TBQ05C01","Goods Handled","20182","2018Q2","IEDUB","Dublin","-","All regions of trade","000 Tonnes","6762"
"TBQ05C01","Goods Handled","20182","2018Q2","IEDUB","Dublin","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","4152"
"TBQ05C01","Goods Handled","20182","2018Q2","IEDUB","Dublin","2","Foreign trade: Other EU","000 Tonnes","2128"
"TBQ05C01","Goods Handled","20182","2018Q2","IEDUB","Dublin","3","Foreign trade: Non-EU","000 Tonnes","224"
"TBQ05C01","Goods Handled","20182","2018Q2","IEDUB","Dublin","4","Foreign trade: Other ports","000 Tonnes","147"
"TBQ05C01","Goods Handled","20182","2018Q2","IEDUB","Dublin","5","Coastal trade","000 Tonnes","112"
"TBQ05C01","Goods Handled","20182","2018Q2","IEFOV","Shannon Foynes","-","All regions of trade","000 Tonnes","2607"
"TBQ05C01","Goods Handled","20182","2018Q2","IEFOV","Shannon Foynes","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","388"
"TBQ05C01","Goods Handled","20182","2018Q2","IEFOV","Shannon Foynes","2","Foreign trade: Other EU","000 Tonnes","957"
"TBQ05C01","Goods Handled","20182","2018Q2","IEFOV","Shannon Foynes","3","Foreign trade: Non-EU","000 Tonnes","121"
"TBQ05C01","Goods Handled","20182","2018Q2","IEFOV","Shannon Foynes","4","Foreign trade: Other ports","000 Tonnes","1040"
"TBQ05C01","Goods Handled","20182","2018Q2","IEFOV","Shannon Foynes","5","Coastal trade","000 Tonnes","101"
"TBQ05C01","Goods Handled","20182","2018Q2","IEORK","Cork","-","All regions of trade","000 Tonnes","2363"
"TBQ05C01","Goods Handled","20182","2018Q2","IEORK","Cork","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","363"
"TBQ05C01","Goods Handled","20182","2018Q2","IEORK","Cork","2","Foreign trade: Other EU","000 Tonnes","786"
"TBQ05C01","Goods Handled","20182","2018Q2","IEORK","Cork","3","Foreign trade: Non-EU","000 Tonnes","271"
"TBQ05C01","Goods Handled","20182","2018Q2","IEORK","Cork","4","Foreign trade: Other ports","000 Tonnes","764"
"TBQ05C01","Goods Handled","20182","2018Q2","IEORK","Cork","5","Coastal trade","000 Tonnes","179"
"TBQ05C01","Goods Handled","20182","2018Q2","IEROS","Rosslare","-","All regions of trade","000 Tonnes","567"
"TBQ05C01","Goods Handled","20182","2018Q2","IEROS","Rosslare","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","457"
"TBQ05C01","Goods Handled","20182","2018Q2","IEROS","Rosslare","2","Foreign trade: Other EU","000 Tonnes","110"
"TBQ05C01","Goods Handled","20182","2018Q2","IEROS","Rosslare","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C01","Goods Handled","20182","2018Q2","IEROS","Rosslare","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C01","Goods Handled","20182","2018Q2","IEROS","Rosslare","5","Coastal trade","000 Tonnes",""
"TBQ05C01","Goods Handled","20182","2018Q2","IEWAT","Waterford","-","All regions of trade","000 Tonnes","527"
"TBQ05C01","Goods Handled","20182","2018Q2","IEWAT","Waterford","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","9"
"TBQ05C01","Goods Handled","20182","2018Q2","IEWAT","Waterford","2","Foreign trade: Other EU","000 Tonnes","411"
"TBQ05C01","Goods Handled","20182","2018Q2","IEWAT","Waterford","3","Foreign trade: Non-EU","000 Tonnes","31"
"TBQ05C01","Goods Handled","20182","2018Q2","IEWAT","Waterford","4","Foreign trade: Other ports","000 Tonnes","75"
"TBQ05C01","Goods Handled","20182","2018Q2","IEWAT","Waterford","5","Coastal trade","000 Tonnes",""
"TBQ05C01","Goods Handled","20183","2018Q3","IEMIP","All Main Irish Ports","-","All regions of trade","000 Tonnes","13162"
"TBQ05C01","Goods Handled","20183","2018Q3","IEMIP","All Main Irish Ports","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","5637"
"TBQ05C01","Goods Handled","20183","2018Q3","IEMIP","All Main Irish Ports","2","Foreign trade: Other EU","000 Tonnes","4269"
"TBQ05C01","Goods Handled","20183","2018Q3","IEMIP","All Main Irish Ports","3","Foreign trade: Non-EU","000 Tonnes","1052"
"TBQ05C01","Goods Handled","20183","2018Q3","IEMIP","All Main Irish Ports","4","Foreign trade: Other ports","000 Tonnes","1721"
"TBQ05C01","Goods Handled","20183","2018Q3","IEMIP","All Main Irish Ports","5","Coastal trade","000 Tonnes","483"
"TBQ05C01","Goods Handled","20183","2018Q3","IEBYT","Bantry Bay","-","All regions of trade","000 Tonnes","159"
"TBQ05C01","Goods Handled","20183","2018Q3","IEBYT","Bantry Bay","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","17"
"TBQ05C01","Goods Handled","20183","2018Q3","IEBYT","Bantry Bay","2","Foreign trade: Other EU","000 Tonnes",""
"TBQ05C01","Goods Handled","20183","2018Q3","IEBYT","Bantry Bay","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C01","Goods Handled","20183","2018Q3","IEBYT","Bantry Bay","4","Foreign trade: Other ports","000 Tonnes","142"
"TBQ05C01","Goods Handled","20183","2018Q3","IEBYT","Bantry Bay","5","Coastal trade","000 Tonnes",""
"TBQ05C01","Goods Handled","20183","2018Q3","IEDRO","Drogheda","-","All regions of trade","000 Tonnes","407"
"TBQ05C01","Goods Handled","20183","2018Q3","IEDRO","Drogheda","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","164"
"TBQ05C01","Goods Handled","20183","2018Q3","IEDRO","Drogheda","2","Foreign trade: Other EU","000 Tonnes","214"
"TBQ05C01","Goods Handled","20183","2018Q3","IEDRO","Drogheda","3","Foreign trade: Non-EU","000 Tonnes","11"
"TBQ05C01","Goods Handled","20183","2018Q3","IEDRO","Drogheda","4","Foreign trade: Other ports","000 Tonnes","12"
"TBQ05C01","Goods Handled","20183","2018Q3","IEDRO","Drogheda","5","Coastal trade","000 Tonnes","5"
"TBQ05C01","Goods Handled","20183","2018Q3","IEDUB","Dublin","-","All regions of trade","000 Tonnes","6617"
"TBQ05C01","Goods Handled","20183","2018Q3","IEDUB","Dublin","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","4091"
"TBQ05C01","Goods Handled","20183","2018Q3","IEDUB","Dublin","2","Foreign trade: Other EU","000 Tonnes","1990"
"TBQ05C01","Goods Handled","20183","2018Q3","IEDUB","Dublin","3","Foreign trade: Non-EU","000 Tonnes","232"
"TBQ05C01","Goods Handled","20183","2018Q3","IEDUB","Dublin","4","Foreign trade: Other ports","000 Tonnes","143"
"TBQ05C01","Goods Handled","20183","2018Q3","IEDUB","Dublin","5","Coastal trade","000 Tonnes","161"
"TBQ05C01","Goods Handled","20183","2018Q3","IEFOV","Shannon Foynes","-","All regions of trade","000 Tonnes","2597"
"TBQ05C01","Goods Handled","20183","2018Q3","IEFOV","Shannon Foynes","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","410"
"TBQ05C01","Goods Handled","20183","2018Q3","IEFOV","Shannon Foynes","2","Foreign trade: Other EU","000 Tonnes","854"
"TBQ05C01","Goods Handled","20183","2018Q3","IEFOV","Shannon Foynes","3","Foreign trade: Non-EU","000 Tonnes","234"
"TBQ05C01","Goods Handled","20183","2018Q3","IEFOV","Shannon Foynes","4","Foreign trade: Other ports","000 Tonnes","965"
"TBQ05C01","Goods Handled","20183","2018Q3","IEFOV","Shannon Foynes","5","Coastal trade","000 Tonnes","134"
"TBQ05C01","Goods Handled","20183","2018Q3","IEORK","Cork","-","All regions of trade","000 Tonnes","2314"
"TBQ05C01","Goods Handled","20183","2018Q3","IEORK","Cork","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","471"
"TBQ05C01","Goods Handled","20183","2018Q3","IEORK","Cork","2","Foreign trade: Other EU","000 Tonnes","697"
"TBQ05C01","Goods Handled","20183","2018Q3","IEORK","Cork","3","Foreign trade: Non-EU","000 Tonnes","540"
"TBQ05C01","Goods Handled","20183","2018Q3","IEORK","Cork","4","Foreign trade: Other ports","000 Tonnes","423"
"TBQ05C01","Goods Handled","20183","2018Q3","IEORK","Cork","5","Coastal trade","000 Tonnes","183"
"TBQ05C01","Goods Handled","20183","2018Q3","IEROS","Rosslare","-","All regions of trade","000 Tonnes","560"
"TBQ05C01","Goods Handled","20183","2018Q3","IEROS","Rosslare","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","467"
"TBQ05C01","Goods Handled","20183","2018Q3","IEROS","Rosslare","2","Foreign trade: Other EU","000 Tonnes","93"
"TBQ05C01","Goods Handled","20183","2018Q3","IEROS","Rosslare","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C01","Goods Handled","20183","2018Q3","IEROS","Rosslare","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C01","Goods Handled","20183","2018Q3","IEROS","Rosslare","5","Coastal trade","000 Tonnes",""
"TBQ05C01","Goods Handled","20183","2018Q3","IEWAT","Waterford","-","All regions of trade","000 Tonnes","508"
"TBQ05C01","Goods Handled","20183","2018Q3","IEWAT","Waterford","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","17"
"TBQ05C01","Goods Handled","20183","2018Q3","IEWAT","Waterford","2","Foreign trade: Other EU","000 Tonnes","420"
"TBQ05C01","Goods Handled","20183","2018Q3","IEWAT","Waterford","3","Foreign trade: Non-EU","000 Tonnes","35"
"TBQ05C01","Goods Handled","20183","2018Q3","IEWAT","Waterford","4","Foreign trade: Other ports","000 Tonnes","36"
"TBQ05C01","Goods Handled","20183","2018Q3","IEWAT","Waterford","5","Coastal trade","000 Tonnes",""
"TBQ05C01","Goods Handled","20184","2018Q4","IEMIP","All Main Irish Ports","-","All regions of trade","000 Tonnes","13290"
"TBQ05C01","Goods Handled","20184","2018Q4","IEMIP","All Main Irish Ports","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","5470"
"TBQ05C01","Goods Handled","20184","2018Q4","IEMIP","All Main Irish Ports","2","Foreign trade: Other EU","000 Tonnes","4420"
"TBQ05C01","Goods Handled","20184","2018Q4","IEMIP","All Main Irish Ports","3","Foreign trade: Non-EU","000 Tonnes","963"
"TBQ05C01","Goods Handled","20184","2018Q4","IEMIP","All Main Irish Ports","4","Foreign trade: Other ports","000 Tonnes","1912"
"TBQ05C01","Goods Handled","20184","2018Q4","IEMIP","All Main Irish Ports","5","Coastal trade","000 Tonnes","524"
"TBQ05C01","Goods Handled","20184","2018Q4","IEBYT","Bantry Bay","-","All regions of trade","000 Tonnes","111"
"TBQ05C01","Goods Handled","20184","2018Q4","IEBYT","Bantry Bay","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","17"
"TBQ05C01","Goods Handled","20184","2018Q4","IEBYT","Bantry Bay","2","Foreign trade: Other EU","000 Tonnes","94"
"TBQ05C01","Goods Handled","20184","2018Q4","IEBYT","Bantry Bay","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C01","Goods Handled","20184","2018Q4","IEBYT","Bantry Bay","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C01","Goods Handled","20184","2018Q4","IEBYT","Bantry Bay","5","Coastal trade","000 Tonnes",""
"TBQ05C01","Goods Handled","20184","2018Q4","IEDRO","Drogheda","-","All regions of trade","000 Tonnes","365"
"TBQ05C01","Goods Handled","20184","2018Q4","IEDRO","Drogheda","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","99"
"TBQ05C01","Goods Handled","20184","2018Q4","IEDRO","Drogheda","2","Foreign trade: Other EU","000 Tonnes","231"
"TBQ05C01","Goods Handled","20184","2018Q4","IEDRO","Drogheda","3","Foreign trade: Non-EU","000 Tonnes","22"
"TBQ05C01","Goods Handled","20184","2018Q4","IEDRO","Drogheda","4","Foreign trade: Other ports","000 Tonnes","9"
"TBQ05C01","Goods Handled","20184","2018Q4","IEDRO","Drogheda","5","Coastal trade","000 Tonnes","4"
"TBQ05C01","Goods Handled","20184","2018Q4","IEDUB","Dublin","-","All regions of trade","000 Tonnes","6697"
"TBQ05C01","Goods Handled","20184","2018Q4","IEDUB","Dublin","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","4238"
"TBQ05C01","Goods Handled","20184","2018Q4","IEDUB","Dublin","2","Foreign trade: Other EU","000 Tonnes","1916"
"TBQ05C01","Goods Handled","20184","2018Q4","IEDUB","Dublin","3","Foreign trade: Non-EU","000 Tonnes","220"
"TBQ05C01","Goods Handled","20184","2018Q4","IEDUB","Dublin","4","Foreign trade: Other ports","000 Tonnes","127"
"TBQ05C01","Goods Handled","20184","2018Q4","IEDUB","Dublin","5","Coastal trade","000 Tonnes","197"
"TBQ05C01","Goods Handled","20184","2018Q4","IEFOV","Shannon Foynes","-","All regions of trade","000 Tonnes","2557"
"TBQ05C01","Goods Handled","20184","2018Q4","IEFOV","Shannon Foynes","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","334"
"TBQ05C01","Goods Handled","20184","2018Q4","IEFOV","Shannon Foynes","2","Foreign trade: Other EU","000 Tonnes","962"
"TBQ05C01","Goods Handled","20184","2018Q4","IEFOV","Shannon Foynes","3","Foreign trade: Non-EU","000 Tonnes","137"
"TBQ05C01","Goods Handled","20184","2018Q4","IEFOV","Shannon Foynes","4","Foreign trade: Other ports","000 Tonnes","1006"
"TBQ05C01","Goods Handled","20184","2018Q4","IEFOV","Shannon Foynes","5","Coastal trade","000 Tonnes","117"
"TBQ05C01","Goods Handled","20184","2018Q4","IEORK","Cork","-","All regions of trade","000 Tonnes","2504"
"TBQ05C01","Goods Handled","20184","2018Q4","IEORK","Cork","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","337"
"TBQ05C01","Goods Handled","20184","2018Q4","IEORK","Cork","2","Foreign trade: Other EU","000 Tonnes","775"
"TBQ05C01","Goods Handled","20184","2018Q4","IEORK","Cork","3","Foreign trade: Non-EU","000 Tonnes","535"
"TBQ05C01","Goods Handled","20184","2018Q4","IEORK","Cork","4","Foreign trade: Other ports","000 Tonnes","653"
"TBQ05C01","Goods Handled","20184","2018Q4","IEORK","Cork","5","Coastal trade","000 Tonnes","204"
"TBQ05C01","Goods Handled","20184","2018Q4","IEROS","Rosslare","-","All regions of trade","000 Tonnes","525"
"TBQ05C01","Goods Handled","20184","2018Q4","IEROS","Rosslare","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","436"
"TBQ05C01","Goods Handled","20184","2018Q4","IEROS","Rosslare","2","Foreign trade: Other EU","000 Tonnes","89"
"TBQ05C01","Goods Handled","20184","2018Q4","IEROS","Rosslare","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C01","Goods Handled","20184","2018Q4","IEROS","Rosslare","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C01","Goods Handled","20184","2018Q4","IEROS","Rosslare","5","Coastal trade","000 Tonnes",""
"TBQ05C01","Goods Handled","20184","2018Q4","IEWAT","Waterford","-","All regions of trade","000 Tonnes","531"
"TBQ05C01","Goods Handled","20184","2018Q4","IEWAT","Waterford","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","11"
"TBQ05C01","Goods Handled","20184","2018Q4","IEWAT","Waterford","2","Foreign trade: Other EU","000 Tonnes","353"
"TBQ05C01","Goods Handled","20184","2018Q4","IEWAT","Waterford","3","Foreign trade: Non-EU","000 Tonnes","49"
"TBQ05C01","Goods Handled","20184","2018Q4","IEWAT","Waterford","4","Foreign trade: Other ports","000 Tonnes","117"
"TBQ05C01","Goods Handled","20184","2018Q4","IEWAT","Waterford","5","Coastal trade","000 Tonnes","3"
"TBQ05C01","Goods Handled","20191","2019Q1","IEMIP","All Main Irish Ports","-","All regions of trade","000 Tonnes","13249"
